sample_number,sampled_date,text_id,room,class,sample_site,sample_type,results,units
9438793,2022-01-23,V-91269-1-28FEB22-1,91269,ISO_9,V-91269-1,viable air,0,CFU_M3
9438782,2022-01-23,V-91266-1-28FEB22-1,91266,ISO_9,V-91266-1,viable air,0,CFU_M3
9438785,2022-01-23,V-91266-2-28FEB22-1,91266,ISO_9,V-91266-2,viable air,4,CFU_M3
9438790,2022-01-23,V-91268-1-28FEB22-1,91268,ISO_9,V-91268-1,viable air,0,CFU_M3
9438796,2022-01-23,V-91270-1-28FEB22-1,91270,ISO_9,V-91270-1,viable air,0,CFU_M3
9439828,2022-03-19,F-92084S-1-31MAR22-1,92084,ISO_9,F-92084S-1,surface,0,CFU_25CM2
9439829,2022-03-19,F-92085S-1-31MAR22-1,92085,ISO_9,F-92085S-1,surface,0,CFU_25CM2
9439830,2022-03-19,W-92081S-1-31MAR22-1,92081,ISO_9,W-92081S-1,surface,0,CFU_25CM2
9439831,2022-03-19,W-92082S-1-31MAR22-1,92082,ISO_9,W-92082S-1,surface,0,CFU_25CM2
9439832,2022-03-19,W-92083S-1-31MAR22-1,92083,ISO_9,W-92083S-1,surface,0,CFU_25CM2
9439833,2022-03-19,W-92084S-2-31MAR22-1,92084,ISO_9,W-92084S-2,surface,0,CFU_25CM2
9405270,2021-12-08,V-93212-1-31DEC21-1,93212,ISO_9,V-93212-1,viable air,0,CFU_M3
9379652,2021-11-07,S-92092-H-1-13NOV21-1,92092,ISO_5,S-92092-H-1,surface,0,CFU_25CM2
9379655,2021-11-07,V-92092-H-1-13NOV21-1,92092,ISO_5,V-92092-H-1,viable air,0,CFU_M3
9405259,2021-12-08,V-93211-7-31DEC21-1,93211,ISO_9,V-93211-7,viable air,0,CFU_M3
9405263,2021-12-08,V-93211-8-31DEC21-1,93211,ISO_9,V-93211-8,viable air,0,CFU_M3
9405267,2021-12-08,V-93211A-1-31DEC21-1,93211,ISO_9,V-93211A-1,viable air,0,CFU_M3
9405274,2021-12-08,V-93213-1-31DEC21-1,93213,ISO_9,V-93213-1,viable air,0,CFU_M3
9405290,2021-12-08,V-93216-1-31DEC21-1,93216,ISO_9,V-93216-1,viable air,6,CFU_M3
9405279,2021-12-08,V-93214-1-31DEC21-1,93214,ISO_9,V-93214-1,viable air,0,CFU_M3
9405282,2021-12-08,V-93215-1-31DEC21-1,93215,ISO_9,V-93215-1,viable air,4,CFU_M3
9405286,2021-12-08,V-93215-2-31DEC21-1,93215,ISO_9,V-93215-2,viable air,0,CFU_M3
9405293,2021-12-08,V-94015-1-31DEC21-1,94015,ISO_9,V-94015-1,viable air,2,CFU_M3
9405302,2021-12-08,V-94020-2-31DEC21-1,94020,ISO_9,V-94020-2,viable air,0,CFU_M3
9405306,2021-12-08,V-94020-3-31DEC21-1,94020,ISO_9,V-94020-3,viable air,0,CFU_M3
9405310,2021-12-08,V-94020-4-31DEC21-1,94020,ISO_9,V-94020-4,viable air,0,CFU_M3
9406101,2021-12-29,V-93110-7-31DEC21-1,93110,ISO_8,V-93110-7,viable air,0,CFU_M3
9406103,2021-12-29,V-93110A-1-31DEC21-1,93110,ISO_8,V-93110A-1,viable air,0,CFU_M3
9406104,2021-12-29,V-93111-1-31DEC21-1,93111,ISO_8,V-93111-1,viable air,0,CFU_M3
9406105,2021-12-29,V-93112-1-31DEC21-1,93112,ISO_8,V-93112-1,viable air,1,CFU_M3
9406106,2021-12-29,V-93112-2-31DEC21-1,93112,ISO_8,V-93112-2,viable air,0,CFU_M3
9406107,2021-12-29,V-93113-1-31DEC21-1,93113,ISO_8,V-93113-1,viable air,0,CFU_M3
9406109,2021-12-29,V-93115-1-31DEC21-1,93115,ISO_8,V-93115-1,viable air,0,CFU_M3
9406110,2021-12-29,V-94003-1-31DEC21-1,94003,ISO_8,V-94003-1,viable air,0,CFU_M3
9406111,2021-12-29,V-94003-2-31DEC21-1,94003,ISO_8,V-94003-2,viable air,0,CFU_M3
9406112,2021-12-29,V-94003-3-31DEC21-1,94003,ISO_8,V-94003-3,viable air,0,CFU_M3
9406113,2021-12-29,V-94010-1-31DEC21-1,94010,ISO_8,V-94010-1,viable air,0,CFU_M3
9406114,2021-12-29,V-94011-1-31DEC21-1,94011,ISO_8,V-94011-1,viable air,0,CFU_M3
9437991,2022-01-19,F-92248S-1-31MAR22-1,92248,ISO_9,F-92248S-1,surface,0,CFU_25CM2
9437995,2022-01-19,F-92254S-1-31MAR22-1,92254,ISO_9,F-92254S-1,surface,0,CFU_25CM2
9437999,2022-01-19,F-92255S-1-31MAR22-1,92255,ISO_9,F-92255S-1,surface,0,CFU_25CM2
9438002,2022-01-19,F-92256S-1-31MAR22-1,92256,ISO_9,F-92256S-1,surface,0,CFU_25CM2
9438005,2022-01-19,F-92257S-1-31MAR22-1,92257,ISO_9,F-92257S-1,surface,1,CFU_25CM2
9438007,2022-01-19,F-92266S-1-31MAR22-1,92266,ISO_9,F-92266S-1,surface,0,CFU_25CM2
9438012,2022-01-19,W-92210S-1-31MAR22-1,92210,ISO_9,W-92210S-1,surface,0,CFU_25CM2
9438016,2022-01-19,W-92210S-2-31MAR22-1,92210,ISO_9,W-92210S-2,surface,0,CFU_25CM2
9438019,2022-01-19,W-92212S-1-31MAR22-1,92212,ISO_9,W-92212S-1,surface,0,CFU_25CM2
9438032,2022-01-19,W-92230S-1-31MAR22-1,92230,ISO_9,W-92230S-1,surface,0,CFU_25CM2
9438023,2022-01-19,W-92213S-1-31MAR22-1,92213,ISO_9,W-92213S-1,surface,1,CFU_25CM2
9438026,2022-01-19,W-92215S-1-31MAR22-1,92215,ISO_9,W-92215S-1,surface,0,CFU_25CM2
9438029,2022-01-19,W-92218S-1-31MAR22-1,92218,ISO_9,W-92218S-1,surface,0,CFU_25CM2
9438034,2022-01-19,W-92230S-2-31MAR22-1,92230,ISO_9,W-92230S-2,surface,0,CFU_25CM2
9438037,2022-01-19,W-92230S-3-31MAR22-1,92230,ISO_9,W-92230S-3,surface,0,CFU_25CM2
9405344,2021-12-21,V-91212-2-31DEC21-1,91212,ISO_8,V-91212-2,viable air,0,CFU_M3
9405336,2021-12-21,SP-91212-1-31DEC21-1,91212,ISO_8,SP-91212-1,settle plate,0,CFU
9405339,2021-12-21,V-91210-1-31DEC21-1,91210,ISO_8,V-91210-1,viable air,0,CFU_M3
9405342,2021-12-21,V-91212-1-31DEC21-1,91212,ISO_8,V-91212-1,viable air,1,CFU_M3
9405347,2021-12-21,V-91213-1-31DEC21-1,91213,ISO_8,V-91213-1,viable air,0,CFU_M3
9405349,2021-12-21,V-91213-2-31DEC21-1,91213,ISO_8,V-91213-2,viable air,1,CFU_M3
9405352,2021-12-21,V-91260A-1-31DEC21-1,91260,ISO_8,V-91260A-1,viable air,1,CFU_M3
9406129,2021-12-08,SP-91160-1-15DEC21-1,91160,ISO_8,SP-91160-1,settle plate,0,CFU
9406131,2021-12-08,V-91157-1-15DEC21-1,91157,ISO_8,V-91157-1,viable air,0,CFU_M3
9438040,2022-01-19,W-92230S-4-31MAR22-1,92230,ISO_9,W-92230S-4,surface,0,CFU_25CM2
9438044,2022-01-19,W-92230S-5-31MAR22-1,92230,ISO_9,W-92230S-5,surface,0,CFU_25CM2
9438047,2022-01-19,W-92245S-1-31MAR22-1,92245,ISO_9,W-92245S-1,surface,0,CFU_25CM2
9438051,2022-01-19,W-92245S-2-31MAR22-1,92245,ISO_9,W-92245S-2,surface,0,CFU_25CM2
9438067,2022-01-19,W-92256S-1-31MAR22-1,92256,ISO_9,W-92256S-1,surface,0,CFU_25CM2
9438055,2022-01-19,W-92246S-1-31MAR22-1,92246,ISO_9,W-92246S-1,surface,0,CFU_25CM2
9438060,2022-01-19,W-92248S-1-31MAR22-1,92248,ISO_9,W-92248S-1,surface,0,CFU_25CM2
9438063,2022-01-19,W-92254S-1-31MAR22-1,92254,ISO_9,W-92254S-1,surface,0,CFU_25CM2
9438069,2022-01-19,W-92257S-1-31MAR22-1,92257,ISO_9,W-92257S-1,surface,0,CFU_25CM2
9438084,2022-02-20,F-93211S-1-28FEB22-1,93211,ISO_9,F-93211S-1,surface,1,CFU_25CM2
9438073,2022-01-19,W-92266S-1-31MAR22-1,92266,ISO_9,W-92266S-1,surface,0,CFU_25CM2
9438079,2022-02-20,F-93210S-1-28FEB22-1,93210,ISO_9,F-93210S-1,surface,0,CFU_25CM2
9438081,2022-02-20,F-93211AS-1-28FEB22-1,93211,ISO_9,F-93211AS-1,surface,7,CFU_25CM2
9438087,2022-02-20,F-93211S-2-28FEB22-1,93211,ISO_9,F-93211S-2,surface,0,CFU_25CM2
9438090,2022-02-20,F-93211S-4-28FEB22-1,93211,ISO_9,F-93211S-4,surface,1,CFU_25CM2
9379641,2021-11-08,V-92074-H-1-13NOV21-1,92074,ISO_5,V-92074-H-1,viable air,0,CFU_M3
9405356,2021-12-21,V-91260A-2-31DEC21-1,91260,ISO_8,V-91260A-2,viable air,0,CFU_M3
9405359,2021-12-21,V-91261-1-31DEC21-1,91261,ISO_8,V-91261-1,viable air,0,CFU_M3
9405384,2021-12-15,V-92072-1-31DEC21-1,92072,ISO_9,V-92072-1,viable air,0,CFU_M3
9405386,2021-12-15,V-92072A-1-31DEC21-1,92072,ISO_9,V-92072A-1,viable air,0,CFU_M3
9405388,2021-12-15,V-92075-1-31DEC21-1,92075,ISO_9,V-92075-1,viable air,0,CFU_M3
9405391,2021-12-15,V-92075-2-31DEC21-1,92075,ISO_9,V-92075-2,viable air,0,CFU_M3
9405395,2021-12-15,V-92076-1-31DEC21-1,92076,ISO_9,V-92076-1,viable air,0,CFU_M3
9406132,2021-12-08,V-91160-1-15DEC21-1,91160,ISO_8,V-91160-1,viable air,0,CFU_M3
9406133,2021-12-08,V-91160-11-15DEC21-1,91160,ISO_8,V-91160-11,viable air,2,CFU_M3
9406134,2021-12-08,V-91160-2-15DEC21-1,91160,ISO_8,V-91160-2,viable air,1,CFU_M3
9406135,2021-12-08,V-91160-3-15DEC21-1,91160,ISO_8,V-91160-3,viable air,0,CFU_M3
9406136,2021-12-08,V-91160-6-15DEC21-1,91160,ISO_8,V-91160-6,viable air,0,CFU_M3
9406137,2021-12-08,V-91160-7-15DEC21-1,91160,ISO_8,V-91160-7,viable air,2,CFU_M3
9406138,2021-12-08,V-91160-8-15DEC21-1,91160,ISO_8,V-91160-8,viable air,0,CFU_M3
9406140,2021-12-08,V-91160-9-15DEC21-1,91160,ISO_8,V-91160-9,viable air,3,CFU_M3
9406142,2021-12-08,V-91161-1-15DEC21-1,91161,ISO_8,V-91161-1,viable air,1,CFU_M3
9406143,2021-12-08,V-91162-1-15DEC21-1,91162,ISO_8,V-91162-1,viable air,1,CFU_M3
9406144,2021-12-08,V-91163-1-15DEC21-1,91163,ISO_8,V-91163-1,viable air,0,CFU_M3
9406145,2021-12-08,V-91164-1-15DEC21-1,91164,ISO_8,V-91164-1,viable air,0,CFU_M3
9438092,2022-02-20,F-93211S-5-28FEB22-1,93211,ISO_9,F-93211S-5,surface,1,CFU_25CM2
9438096,2022-02-20,F-93212S-1-28FEB22-1,93212,ISO_9,F-93212S-1,surface,1,CFU_25CM2
9438099,2022-02-20,F-93213S-1-28FEB22-1,93213,ISO_9,F-93213S-1,surface,4,CFU_25CM2
9438103,2022-02-20,F-93214S-1-28FEB22-1,93214,ISO_9,F-93214S-1,surface,0,CFU_25CM2
9438119,2022-02-20,F-94015S-2-28FEB22-1,94015,ISO_9,F-94015S-2,surface,0,CFU_25CM2
9438105,2022-02-20,F-93215S-1-28FEB22-1,93215,ISO_9,F-93215S-1,surface,0,CFU_25CM2
9438110,2022-02-20,F-93215S-2-28FEB22-1,93215,ISO_9,F-93215S-2,surface,0,CFU_25CM2
9438117,2022-02-20,F-94015S-1-28FEB22-1,94015,ISO_9,F-94015S-1,surface,0,CFU_25CM2
9438122,2022-02-20,F-94020S-2-28FEB22-1,94020,ISO_9,F-94020S-2,surface,1,CFU_25CM2
9438125,2022-02-20,F-94020S-3-28FEB22-1,94020,ISO_9,F-94020S-3,surface,0,CFU_25CM2
9438128,2022-02-20,W-93210S-1-28FEB22-1,93210,ISO_9,W-93210S-1,surface,0,CFU_25CM2
9438130,2022-02-20,W-93211AS-1-28FEB22-1,93211,ISO_9,W-93211AS-1,surface,1,CFU_25CM2
9438135,2022-02-20,W-93211S-1-28FEB22-1,93211,ISO_9,W-93211S-1,surface,0,CFU_25CM2
9438138,2022-02-20,W-93211S-2-28FEB22-1,93211,ISO_9,W-93211S-2,surface,0,CFU_25CM2
9438139,2022-02-20,W-93211S-3-28FEB22-1,93211,ISO_9,W-93211S-3,surface,0,CFU_25CM2
9438143,2022-02-20,W-93211S-4-28FEB22-1,93211,ISO_9,W-93211S-4,surface,0,CFU_25CM2
9438146,2022-02-20,W-93211S-5-28FEB22-1,93211,ISO_9,W-93211S-5,surface,0,CFU_25CM2
9438151,2022-02-20,W-93211S-6-28FEB22-1,93211,ISO_9,W-93211S-6,surface,0,CFU_25CM2
9438154,2022-02-20,W-93211S-7-28FEB22-1,93211,ISO_9,W-93211S-7,surface,0,CFU_25CM2
9438159,2022-02-20,W-94015S-1-28FEB22-1,94015,ISO_9,W-94015S-1,surface,0,CFU_25CM2
9438161,2022-02-20,W-94020S-1-28FEB22-1,94020,ISO_9,W-94020S-1,surface,0,CFU_25CM2
9438164,2022-02-20,W-94020S-2-28FEB22-1,94020,ISO_9,W-94020S-2,surface,0,CFU_25CM2
9438167,2022-02-20,W-94020S-3-28FEB22-1,94020,ISO_9,W-94020S-3,surface,0,CFU_25CM2
9438170,2022-02-20,WS-93211S-1-28FEB22-1,93211,ISO_9,WS-93211S-1,surface,0,CFU_25CM2
9438173,2022-02-20,WS-93211S-2-28FEB22-1,93211,ISO_9,WS-93211S-2,surface,0,CFU_25CM2
9438177,2022-02-20,WS-93211S-3-28FEB22-1,93211,ISO_9,WS-93211S-3,surface,0,CFU_25CM2
9438180,2022-02-20,WS-93211S-4-28FEB22-1,93211,ISO_9,WS-93211S-4,surface,0,CFU_25CM2
9406193,2021-12-22,V-91170-1-31DEC21-1,91170,ISO_8,V-91170-1,viable air,0,CFU_M3
9406185,2021-12-22,SP-91171-1-31DEC21-1,91171,ISO_8,SP-91171-1,settle plate,2,CFU
9406187,2021-12-22,SP-91172-1-31DEC21-1,91172,ISO_8,SP-91172-1,settle plate,0,CFU
9406189,2021-12-22,V-91151-1-31DEC21-1,91151,ISO_8,V-91151-1,viable air,0,CFU_M3
9406191,2021-12-22,V-91154-1-31DEC21-1,91154,ISO_8,V-91154-1,viable air,0,CFU_M3
9406195,2021-12-22,V-91171-1-31DEC21-1,91171,ISO_8,V-91171-1,viable air,0,CFU_M3
9406197,2021-12-22,V-91171-2-31DEC21-1,91171,ISO_8,V-91171-2,viable air,0,CFU_M3
9406199,2021-12-22,V-91171-3-31DEC21-1,91171,ISO_8,V-91171-3,viable air,1,CFU_M3
9406201,2021-12-22,V-91171-4-31DEC21-1,91171,ISO_8,V-91171-4,viable air,3,CFU_M3
9406203,2021-12-22,V-91171-5-31DEC21-1,91171,ISO_8,V-91171-5,viable air,0,CFU_M3
9406207,2021-12-22,V-91172-2-31DEC21-1,91172,ISO_8,V-91172-2,viable air,0,CFU_M3
9406209,2021-12-22,V-91172-3-31DEC21-1,91172,ISO_8,V-91172-3,viable air,0,CFU_M3
9406211,2021-12-22,V-91172-4-31DEC21-1,91172,ISO_8,V-91172-4,viable air,0,CFU_M3
9411580,2021-12-05,V-92074-H-2-11DEC21-1,92074,ISO_5,V-92074-H-2,viable air,0,CFU_M3
9411569,2021-12-05,S-92074-H-1-11DEC21-1,92074,ISO_5,S-92074-H-1,surface,0,CFU_25CM2
9411573,2021-12-05,S-92074-H-2-11DEC21-1,92074,ISO_5,S-92074-H-2,surface,0,CFU_25CM2
9411576,2021-12-05,V-92074-H-1-11DEC21-1,92074,ISO_5,V-92074-H-1,viable air,0,CFU_M3
9411587,2021-12-06,S-92092-H-1-11DEC21-1,92092,ISO_5,S-92092-H-1,surface,0,CFU_25CM2
9405298,2021-12-08,V-94020-1-31DEC21-1,94020,ISO_9,V-94020-1,viable air,0,CFU_M3
9406130,2021-12-08,V-91155-1-15DEC21-1,91155,ISO_8,V-91155-1,viable air,1,CFU_M3
9422476,2021-12-17,F-92070S-1-31DEC21-1,92070,ISO_8,F-92070S-1,surface,2,CFU_25CM2
9422477,2021-12-17,F-92073S-1-31DEC21-1,92073,ISO_8,F-92073S-1,surface,0,CFU_25CM2
9422478,2021-12-17,F-92074S-1-31DEC21-1,92074,ISO_8,F-92074S-1,surface,0,CFU_25CM2
9405364,2021-12-21,V-91263-1-31DEC21-1,91263,ISO_8,V-91263-1,viable air,0,CFU_M3
9438204,2022-03-25,F-91212S-1-SDA-31MAR22-1,91212,ISO_8,F-91212S-1,surface,0,CFU_25CM2
9438193,2022-01-14,F-91210S-1-28FEB22-1,91210,ISO_8,F-91210S-1,surface,1,CFU_25CM2
9438197,2022-03-25,F-91210S-1-SDA-31MAR22-1,91210,ISO_8,F-91210S-1,surface,0,CFU_25CM2
9438200,2022-01-14,F-91212S-1-28FEB22-1,91212,ISO_8,F-91212S-1,surface,0,CFU_25CM2
9438207,2022-01-14,F-91212S-2-28FEB22-1,91212,ISO_8,F-91212S-2,surface,0,CFU_25CM2
9438223,2022-01-14,F-91213S-2-28FEB22-1,91213,ISO_8,F-91213S-2,surface,0,CFU_25CM2
9438213,2022-03-25,F-91212S-2-SDA-31MAR22-1,91212,ISO_8,F-91212S-2,surface,0,CFU_25CM2
9438216,2022-01-14,F-91213S-1-28FEB22-1,91213,ISO_8,F-91213S-1,surface,0,CFU_25CM2
9438219,2022-03-25,F-91213S-1-SDA-31MAR22-1,91213,ISO_8,F-91213S-1,surface,0,CFU_25CM2
9438247,2022-01-14,F-91263S-1-28FEB22-1,91263,ISO_8,F-91263S-1,surface,1,CFU_25CM2
9438230,2022-01-14,F-91260AS-1-28FEB22-1,91260,ISO_8,F-91260AS-1,surface,0,CFU_25CM2
9438234,2022-03-25,F-91260AS-1-SDA-31MAR22-1,91260,ISO_8,F-91260AS-1,surface,0,CFU_25CM2
9438238,2022-01-14,F-91261S-1-28FEB22-1,91261,ISO_8,F-91261S-1,surface,0,CFU_25CM2
9438243,2022-03-25,F-91261S-1-SDA-31MAR22-1,91261,ISO_8,F-91261S-1,surface,0,CFU_25CM2
9406213,2021-12-22,V-91172-5-31DEC21-1,91172,ISO_8,V-91172-5,viable air,0,CFU_M3
9406215,2021-12-22,V-91173-1-31DEC21-1,91173,ISO_8,V-91173-1,viable air,0,CFU_M3
9406217,2021-12-22,V-91174-1-31DEC21-1,91174,ISO_8,V-91174-1,viable air,0,CFU_M3
9406222,2021-12-22,V-91178-1-31DEC21-1,91178,ISO_8,V-91178-1,viable air,0,CFU_M3
9406219,2021-12-22,V-91175-1-31DEC21-1,91175,ISO_8,V-91175-1,viable air,0,CFU_M3
9406220,2021-12-22,V-91176-1-31DEC21-1,91176,ISO_8,V-91176-1,viable air,0,CFU_M3
9406221,2021-12-22,V-91177-1-31DEC21-1,91177,ISO_8,V-91177-1,viable air,0,CFU_M3
9406228,2021-12-10,V-91140-1-15DEC21-1,91140,ISO_8,V-91140-1,viable air,0,CFU_M3
9406229,2021-12-10,V-91141-1-15DEC21-1,91141,ISO_8,V-91141-1,viable air,0,CFU_M3
9406230,2021-12-10,V-91141-3-15DEC21-1,91141,ISO_8,V-91141-3,viable air,0,CFU_M3
9411590,2021-12-06,V-92092-H-1-11DEC21-1,92092,ISO_5,V-92092-H-1,viable air,0,CFU_M3
9422479,2021-12-17,W-92070S-1-31DEC21-1,92070,ISO_8,W-92070S-1,surface,0,CFU_25CM2
9422480,2021-12-17,W-92073S-1-31DEC21-1,92073,ISO_8,W-92073S-1,surface,0,CFU_25CM2
9422481,2021-12-17,W-92074S-1-31DEC21-1,92074,ISO_8,W-92074S-1,surface,0,CFU_25CM2
9422482,2021-12-17,W-92074S-2-31DEC21-1,92074,ISO_8,W-92074S-2,surface,0,CFU_25CM2
9422483,2021-12-17,W-92074S-3-31DEC21-1,92074,ISO_8,W-92074S-3,surface,0,CFU_25CM2
9405132,2021-12-09,V-92074-2-15DEC21-1,92074,ISO_8,V-92074-2,viable air,0,CFU_M3
9422485,2021-12-17,W-92074S-4-31DEC21-1,92074,ISO_8,W-92074S-4,surface,0,CFU_25CM2
9422488,2021-12-20,F-92091S-1-31DEC21-1,92091,ISO_8,F-92091S-1,surface,0,CFU_25CM2
9422490,2021-12-20,F-92092AS-1-31DEC21-1,92092,ISO_8,F-92092AS-1,surface,0,CFU_25CM2
9422492,2021-12-20,F-92092S-1-31DEC21-1,92092,ISO_8,F-92092S-1,surface,2,CFU_25CM2
9422494,2021-12-20,F-92093S-1-31DEC21-1,92093,ISO_8,F-92093S-1,surface,0,CFU_25CM2
9422497,2021-12-20,W-92091S-1-31DEC21-1,92091,ISO_8,W-92091S-1,surface,0,CFU_25CM2
9422499,2021-12-20,W-92092S-1-31DEC21-1,92092,ISO_8,W-92092S-1,surface,0,CFU_25CM2
9422500,2021-12-20,W-92092S-2-31DEC21-1,92092,ISO_8,W-92092S-2,surface,0,CFU_25CM2
9422502,2021-12-20,W-92092S-3-31DEC21-1,92092,ISO_8,W-92092S-3,surface,0,CFU_25CM2
9381599,2021-11-06,SP-92074-H-1-06NOV21-1,92074,ISO_5,SP-92074-H-1,settle plate,0,CFU
9381600,2021-11-06,SP-92074-H-2-06NOV21-1,92074,ISO_5,SP-92074-H-2,settle plate,0,CFU
9381607,2021-11-06,SP-92074-H-1-06NOV21-1,92074,ISO_5,SP-92074-H-1,settle plate,0,CFU
9381608,2021-11-06,SP-92074-H-2-06NOV21-1,92074,ISO_5,SP-92074-H-2,settle plate,0,CFU
9438263,2022-01-14,W-91212S-1-28FEB22-1,91212,ISO_8,W-91212S-1,surface,0,CFU_25CM2
9438252,2022-03-25,F-91263S-1-SDA-31MAR22-1,91263,ISO_8,F-91263S-1,surface,0,CFU_25CM2
9438256,2022-01-14,W-91210S-1-28FEB22-1,91210,ISO_8,W-91210S-1,surface,0,CFU_25CM2
9438260,2022-03-25,W-91210S-1-SDA-31MAR22-1,91210,ISO_8,W-91210S-1,surface,0,CFU_25CM2
9438267,2022-03-25,W-91212S-1-SDA-31MAR22-1,91212,ISO_8,W-91212S-1,surface,0,CFU_25CM2
9438284,2022-03-25,W-91212S-3-SDA-31MAR22-1,91212,ISO_8,W-91212S-3,surface,0,CFU_25CM2
9438272,2022-01-14,W-91212S-2-28FEB22-1,91212,ISO_8,W-91212S-2,surface,0,CFU_25CM2
9438275,2022-03-25,W-91212S-2-SDA-31MAR22-1,91212,ISO_8,W-91212S-2,surface,0,CFU_25CM2
9438280,2022-01-14,W-91212S-3-28FEB22-1,91212,ISO_8,W-91212S-3,surface,0,CFU_25CM2
9438288,2022-01-14,W-91213S-1-28FEB22-1,91213,ISO_8,W-91213S-1,surface,0,CFU_25CM2
9406231,2021-12-10,V-91142-1-15DEC21-1,91142,ISO_8,V-91142-1,viable air,0,CFU_M3
9406232,2021-12-10,V-91143-1-15DEC21-1,91143,ISO_8,V-91143-1,viable air,0,CFU_M3
9422504,2021-12-20,W-92093S-1-31DEC21-1,92093,ISO_8,W-92093S-1,surface,0,CFU_25CM2
9422506,2021-12-20,WS-92092S-1-31DEC21-1,92092,ISO_8,WS-92092S-1,surface,0,CFU_25CM2
9422508,2021-12-20,WS-92092S-2-31DEC21-1,92092,ISO_8,WS-92092S-2,surface,0,CFU_25CM2
9422525,2021-12-17,V-92070-1-31DEC21-1,92070,ISO_8,V-92070-1,viable air,0,CFU_M3
9422527,2021-12-17,V-92073-1-31DEC21-1,92073,ISO_8,V-92073-1,viable air,0,CFU_M3
9422529,2021-12-17,V-92074-1-31DEC21-1,92074,ISO_8,V-92074-1,viable air,0,CFU_M3
9422531,2021-12-17,V-92074-2-31DEC21-1,92074,ISO_8,V-92074-2,viable air,0,CFU_M3
9331221,2021-11-17,F-91174S-1-SDA-31DEC21-1,91174,ISO_8,F-91174S-1,surface,0,CFU_25CM2
9331307,2021-11-17,V-91172-2 SDA-31DEC21-1,91172,ISO_8,V-91172-2 SDA,viable air,0,CFU_M3
9438293,2022-03-25,W-91213S-1-SDA-31MAR22-1,91213,ISO_8,W-91213S-1,surface,0,CFU_25CM2
9438305,2022-01-14,W-91263S-1-28FEB22-1,91263,ISO_8,W-91263S-1,surface,0,CFU_25CM2
9438297,2022-01-14,W-91213S-2-28FEB22-1,91213,ISO_8,W-91213S-2,surface,0,CFU_25CM2
9438302,2022-03-25,W-91213S-2-SDA-31MAR22-1,91213,ISO_8,W-91213S-2,surface,0,CFU_25CM2
9438310,2022-03-25,W-91263S-1-SDA-31MAR22-1,91263,ISO_8,W-91263S-1,surface,0,CFU_25CM2
9438314,2022-02-24,F-92072AS-1-28FEB22-1,92072,ISO_9,F-92072AS-1,surface,2,CFU_25CM2
9438318,2022-02-24,F-92072S-1-28FEB22-1,92072,ISO_9,F-92072S-1,surface,0,CFU_25CM2
9438320,2022-02-24,F-92075S-1-28FEB22-1,92075,ISO_9,F-92075S-1,surface,0,CFU_25CM2
9438323,2022-02-24,F-92076S-1-28FEB22-1,92076,ISO_9,F-92076S-1,surface,0,CFU_25CM2
9438328,2022-02-24,W-92072AS-1-28FEB22-1,92072,ISO_9,W-92072AS-1,surface,0,CFU_25CM2
9438343,2022-02-24,WS-92075S-1-28FEB22-1,92075,ISO_9,WS-92075S-1,surface,2,CFU_25CM2
9438332,2022-02-24,W-92072S-1-28FEB22-1,92072,ISO_9,W-92072S-1,surface,0,CFU_25CM2
9438335,2022-02-24,W-92075S-1-28FEB22-1,92075,ISO_9,W-92075S-1,surface,0,CFU_25CM2
9438339,2022-02-24,W-92076S-1-28FEB22-1,92076,ISO_9,W-92076S-1,surface,0,CFU_25CM2
9439701,2022-01-16,V-91126-1-28FEB22-1,91126,ISO_9,V-91126-1,viable air,0,CFU_M3
9439702,2022-01-16,V-91127-1-28FEB22-1,91127,ISO_9,V-91127-1,viable air,0,CFU_M3
9439703,2022-01-16,V-91130-1-28FEB22-1,91130,ISO_9,V-91130-1,viable air,2,CFU_M3
9439704,2022-01-16,V-91131-1-28FEB22-1,91131,ISO_9,V-91131-1,viable air,0,CFU_M3
9439705,2022-01-16,V-91133-1-28FEB22-1,91133,ISO_9,V-91133-1,viable air,0,CFU_M3
9439706,2022-01-16,V-91134-1-28FEB22-1,91134,ISO_9,V-91134-1,viable air,0,CFU_M3
9439707,2022-01-16,V-91135-1-28FEB22-1,91135,ISO_9,V-91135-1,viable air,0,CFU_M3
9422552,2021-12-20,V-92092-3-31DEC21-1,92092,ISO_8,V-92092-3,viable air,1,CFU_M3
9422546,2021-12-20,V-92091-1-31DEC21-1,92091,ISO_8,V-92091-1,viable air,0,CFU_M3
9422548,2021-12-20,V-92092-1-31DEC21-1,92092,ISO_8,V-92092-1,viable air,0,CFU_M3
9422550,2021-12-20,V-92092-2-31DEC21-1,92092,ISO_8,V-92092-2,viable air,1,CFU_M3
9422554,2021-12-20,V-92092A-1-31DEC21-1,92092,ISO_8,V-92092A-1,viable air,0,CFU_M3
9422556,2021-12-20,V-92093-1-31DEC21-1,92093,ISO_8,V-92093-1,viable air,0,CFU_M3
9406788,2021-11-30,SP-92074-H-1-30NOV21-1,92074,ISO_5,SP-92074-H-1,settle plate,0,CFU
9406789,2021-11-30,SP-92074-H-2-30NOV21-1,92074,ISO_5,SP-92074-H-2,settle plate,0,CFU
9406790,2021-11-30,SP-92074-H-1-30NOV21-1,92074,ISO_5,SP-92074-H-1,settle plate,0,CFU
9406791,2021-11-30,SP-92074-H-2-30NOV21-1,92074,ISO_5,SP-92074-H-2,settle plate,0,CFU
