sample_number,sampled_date,text_id,room,class,sample_site,sample_type,results,units
9507830,2022-04-13,W-93211S-6-30APR22-1,93211,ISO_9,W-93211S-6,surface,0,CFU_25CM2
9507812,2022-04-13,W-93211S-1-30APR22-1,93211,ISO_9,W-93211S-1,surface,0,CFU_25CM2
9507823,2022-04-13,W-93211S-4-30APR22-1,93211,ISO_9,W-93211S-4,surface,0,CFU_25CM2
9507826,2022-04-13,W-93211S-5-30APR22-1,93211,ISO_9,W-93211S-5,surface,0,CFU_25CM2
9507778,2022-04-13,F-93211S-5-30APR22-1,93211,ISO_9,F-93211S-5,surface,0,CFU_25CM2
9547793,2022-04-13,V-93211-6-30APR22-1,93211,ISO_9,V-93211-6,viable air,0,CFU_M3
9547796,2022-04-13,V-93211-7-30APR22-1,93211,ISO_9,V-93211-7,viable air,0,CFU_M3
9547801,2022-04-13,V-93211-8-30APR22-1,93211,ISO_9,V-93211-8,viable air,0,CFU_M3
9507838,2022-04-13,W-94015S-1-30APR22-1,94015,ISO_9,W-94015S-1,surface,0,CFU_25CM2
9507798,2022-04-13,F-94015S-1-30APR22-1,94015,ISO_9,F-94015S-1,surface,0,CFU_25CM2
9507801,2022-04-13,F-94015S-2-30APR22-1,94015,ISO_9,F-94015S-2,surface,0,CFU_25CM2
9507792,2022-04-13,F-93215S-2-30APR22-1,93215,ISO_9,F-93215S-2,surface,0,CFU_25CM2
9507847,2022-04-13,W-94020S-3-30APR22-1,94020,ISO_9,W-94020S-3,surface,0,CFU_25CM2
9507805,2022-04-13,F-94020S-3-30APR22-1,94020,ISO_9,F-94020S-3,surface,21,CFU_25CM2
9507844,2022-04-13,W-94020S-2-30APR22-1,94020,ISO_9,W-94020S-2,surface,0,CFU_25CM2
9507803,2022-04-13,F-94020S-2-30APR22-1,94020,ISO_9,F-94020S-2,surface,0,CFU_25CM2
9507840,2022-04-13,W-94020S-1-30APR22-1,94020,ISO_9,W-94020S-1,surface,0,CFU_25CM2
9547847,2022-04-13,V-94020-4-30APR22-1,94020,ISO_9,V-94020-4,viable air,4,CFU_M3
9547844,2022-04-13,V-94020-3-30APR22-1,94020,ISO_9,V-94020-3,viable air,6,CFU_M3
9547840,2022-04-13,V-94020-2-30APR22-1,94020,ISO_9,V-94020-2,viable air,0,CFU_M3
9547835,2022-04-13,V-94020-1-30APR22-1,94020,ISO_9,V-94020-1,viable air,2,CFU_M3
9547831,2022-04-13,V-94015-1-30APR22-1,94015,ISO_9,V-94015-1,viable air,2,CFU_M3
9548635,2022-04-14,SP-92058-1-30APR22-1,92058,ISO_8,SP-92058-1,settle plate,0,CFU
9548654,2022-04-14,V-92058-2-30APR22-1,92058,ISO_8,V-92058-2,viable air,0,CFU_M3
9548641,2022-04-14,V-92055-1-30APR22-1,92055,ISO_8,V-92055-1,viable air,0,CFU_M3
9548662,2022-04-14,V-92061A-1-30APR22-1,92061,ISO_8,V-92061A-1,viable air,0,CFU_M3
9548649,2022-04-14,V-92057-2-30APR22-1,92057,ISO_8,V-92057-2,viable air,0,CFU_M3
9548653,2022-04-14,V-92058-1 -30APR22-1,92058,ISO_8,V-92058-1 ,viable air,0,CFU_M3
9548637,2022-04-14,V-92014-1-30APR22-1,92014,ISO_8,V-92014-1,viable air,0,CFU_M3
9548650,2022-04-14,V-92057-3-30APR22-1,92057,ISO_8,V-92057-3,viable air,0,CFU_M3
9508531,2022-04-14,F-92061AS-1-30APR22-1,92061,ISO_8,F-92061AS-1,surface,0,CFU_25CM2
9508538,2022-04-14,W-92061AS-1-30APR22-1,92061,ISO_8,W-92061AS-1,surface,0,CFU_25CM2
9508523,2022-04-14,F-92055S-1-30APR22-1,92055,ISO_8,F-92055S-1,surface,0,CFU_25CM2
9508526,2022-04-14,F-92057S-2-30APR22-1,92057,ISO_8,F-92057S-2,surface,0,CFU_25CM2
9508536,2022-04-14,W-92057S-2-30APR22-1,92057,ISO_8,W-92057S-2,surface,0,CFU_25CM2
9548643,2022-04-14,V-92056-1-30APR22-1,92056,ISO_8,V-92056-1,viable air,0,CFU_M3
9548664,2022-04-14,V-92062-1-30APR22-1,92062,ISO_8,V-92062-1,viable air,2,CFU_M3
9508524,2022-04-14,F-92056S-1-30APR22-1,92056,ISO_8,F-92056S-1,surface,0,CFU_25CM2
9508533,2022-04-14,F-92062S-1-30APR22-1,92062,ISO_8,F-92062S-1,surface,0,CFU_25CM2
9548646,2022-04-14,V-92057-1-30APR22-1,92057,ISO_8,V-92057-1,viable air,0,CFU_M3
9508532,2022-04-14,F-92061S-1-30APR22-1,92061,ISO_8,F-92061S-1,surface,0,CFU_25CM2
9508530,2022-04-14,F-92060S-1-30APR22-1,92060,ISO_8,F-92060S-1,surface,0,CFU_25CM2
9508534,2022-04-14,F-92174S-1-30APR22-1,92174,ISO_8,F-92174S-1,surface,0,CFU_25CM2
9508525,2022-04-14,F-92057S-1-30APR22-1,92057,ISO_8,F-92057S-1,surface,2,CFU_25CM2
9508529,2022-04-14,F-92059S-1-30APR22-1,92059,ISO_8,F-92059S-1,surface,0,CFU_25CM2
9508535,2022-04-14,W-92057S-1-30APR22-1,92057,ISO_8,W-92057S-1,surface,0,CFU_25CM2
9548657,2022-04-14,V-92060-1-30APR22-1,92060,ISO_8,V-92060-1,viable air,0,CFU_M3
9548667,2022-04-14,V-92174-1-30APR22-1,92174,ISO_8,V-92174-1,viable air,0,CFU_M3
9548660,2022-04-14,V-92061-1-30APR22-1,92061,ISO_8,V-92061-1,viable air,0,CFU_M3
9508522,2022-04-14,F-92014S-1-30APR22-1,92014,ISO_8,F-92014S-1,surface,0,CFU_25CM2
9508528,2022-04-14,F-92058S-2-30APR22-1,92058,ISO_8,F-92058S-2,surface,5,CFU_25CM2
9508537,2022-04-14,W-92058S-1-30APR22-1,92058,ISO_8,W-92058S-1,surface,0,CFU_25CM2
9508527,2022-04-14,F-92058S-1-30APR22-1,92058,ISO_8,F-92058S-1,surface,0,CFU_25CM2
9548655,2022-04-14,V-92059-1-30APR22-1,92059,ISO_8,V-92059-1,viable air,0,CFU_M3
9547872,2022-04-15,SP-91212-1-30APR22-1,91212,ISO_8,SP-91212-1,settle plate,1,CFU
9547903,2022-04-15,V-91261-1-30APR22-1,91261,ISO_8,V-91261-1,viable air,0,CFU_M3
9547905,2022-04-15,V-91263-1-30APR22-1,91263,ISO_8,V-91263-1,viable air,0,CFU_M3
9547879,2022-04-15,V-91212-1-30APR22-1,91212,ISO_8,V-91212-1,viable air,0,CFU_M3
9547883,2022-04-15,V-91212-2-30APR22-1,91212,ISO_8,V-91212-2,viable air,0,CFU_M3
9547891,2022-04-15,V-91213-2-30APR22-1,91213,ISO_8,V-91213-2,viable air,0,CFU_M3
9547876,2022-04-15,V-91210-1-30APR22-1,91210,ISO_8,V-91210-1,viable air,0,CFU_M3
9547887,2022-04-15,V-91213-1-30APR22-1,91213,ISO_8,V-91213-1,viable air,0,CFU_M3
9547894,2022-04-15,V-91260A-1-30APR22-1,91260,ISO_8,V-91260A-1,viable air,3,CFU_M3
9547898,2022-04-15,V-91260A-2-30APR22-1,91260,ISO_8,V-91260A-2,viable air,0,CFU_M3
9565541,2022-04-18,S-92074-H-1-23APR22-1,92074,ISO_5,S-92074-H-1,surface,0,CFU_25CM2
9565546,2022-04-18,S-92074-H-2-23APR22-1,92074,ISO_5,S-92074-H-2,surface,0,CFU_25CM2
9547931,2022-04-18,V-92075-1-30APR22-1,92075,ISO_9,V-92075-1,viable air,0,CFU_M3
9547924,2022-04-18,V-92072-1-30APR22-1,92072,ISO_9,V-92072-1,viable air,0,CFU_M3
9547933,2022-04-18,V-92075-2-30APR22-1,92075,ISO_9,V-92075-2,viable air,0,CFU_M3
9547927,2022-04-18,V-92072A-1-30APR22-1,92072,ISO_9,V-92072A-1,viable air,0,CFU_M3
9564504,2022-04-18,V-92070-1-30APR22-1,92070,ISO_8,V-92070-1,viable air,0,CFU_M3
9564505,2022-04-18,V-92073-1-30APR22-1,92073,ISO_8,V-92073-1,viable air,0,CFU_M3
9547937,2022-04-18,V-92076-1-30APR22-1,92076,ISO_9,V-92076-1,viable air,0,CFU_M3
9565550,2022-04-18,V-92074-H-1-23APR22-1,92074,ISO_5,V-92074-H-1,viable air,0,CFU_M3
9564506,2022-04-18,V-92074-1-30APR22-1,92074,ISO_8,V-92074-1,viable air,1,CFU_M3
9564479,2022-04-18,W-92074S-1-30APR22-1,92074,ISO_8,W-92074S-1,surface,0,CFU_25CM2
9564507,2022-04-18,V-92074-2-30APR22-1,92074,ISO_8,V-92074-2,viable air,1,CFU_M3
9564473,2022-04-18,F-92074S-1-30APR22-1,92074,ISO_8,F-92074S-1,surface,2,CFU_25CM2
9564481,2022-04-18,W-92074S-2-30APR22-1,92074,ISO_8,W-92074S-2,surface,0,CFU_25CM2
9564483,2022-04-18,W-92074S-3-30APR22-1,92074,ISO_8,W-92074S-3,surface,0,CFU_25CM2
9564485,2022-04-18,W-92074S-4-30APR22-1,92074,ISO_8,W-92074S-4,surface,0,CFU_25CM2
9565555,2022-04-18,V-92074-H-2-23APR22-1,92074,ISO_5,V-92074-H-2,viable air,0,CFU_M3
9564471,2022-04-18,F-92073S-1-30APR22-1,92073,ISO_8,F-92073S-1,surface,1,CFU_25CM2
9564477,2022-04-18,W-92073S-1-30APR22-1,92073,ISO_8,W-92073S-1,surface,0,CFU_25CM2
9564469,2022-04-18,F-92070S-1-30APR22-1,92070,ISO_8,F-92070S-1,surface,0,CFU_25CM2
9564474,2022-04-18,W-92070S-1-30APR22-1,92070,ISO_8,W-92070S-1,surface,0,CFU_25CM2
9564668,2022-04-18,V-91141-1-30APR22-1,91141,ISO_8,V-91141-1,viable air,0,CFU_M3
9564667,2022-04-18,V-91140-1-30APR22-1,91140,ISO_8,V-91140-1,viable air,0,CFU_M3
9564670,2022-04-18,V-91142-1-30APR22-1,91142,ISO_8,V-91142-1,viable air,0,CFU_M3
9564669,2022-04-18,V-91141-3-30APR22-1,91141,ISO_8,V-91141-3,viable air,0,CFU_M3
9548599,2022-04-18,F-91141S-1-30APR22-1,91141,ISO_8,F-91141S-1,surface,1,CFU_25CM2
9548601,2022-04-18,F-91141S-2-30APR22-1,91141,ISO_8,F-91141S-2,surface,0,CFU_25CM2
9548597,2022-04-18,F-91140S-1-30APR22-1,91140,ISO_8,F-91140S-1,surface,0,CFU_25CM2
9548603,2022-04-18,F-91142S-1-30APR22-1,91142,ISO_8,F-91142S-1,surface,1,CFU_25CM2
9564671,2022-04-18,V-91143-1-30APR22-1,91143,ISO_8,V-91143-1,viable air,0,CFU_M3
9548605,2022-04-18,F-91143S-1-30APR22-1,91143,ISO_8,F-91143S-1,surface,0,CFU_25CM2
9424335,2022-04-19,V-92100-1-31DEC22-1,92100,ISO_9,V-92100-1,viable air,0,CFU_M3
9424319,2022-04-19,V-92011-1-31DEC22-1,92011,ISO_9,V-92011-1,viable air,0,CFU_M3
9424321,2022-04-19,V-92016-1-31DEC22-1,92016,ISO_9,V-92016-1,viable air,0,CFU_M3
9424298,2022-04-19,V-92000-1-31DEC22-1,92000,ISO_9,V-92000-1,viable air,2,CFU_M3
9424314,2022-04-19,V-92004-1-31DEC22-1,92004,ISO_9,V-92004-1,viable air,0,CFU_M3
9424317,2022-04-19,V-92007-1-31DEC22-1,92007,ISO_9,V-92007-1,viable air,4,CFU_M3
9424322,2022-04-19,V-92018-1-31DEC22-1,92018,ISO_9,V-92018-1,viable air,0,CFU_M3
9424315,2022-04-19,V-92005-1-31DEC22-1,92005,ISO_9,V-92005-1,viable air,2,CFU_M3
9424316,2022-04-19,V-92006-1-31DEC22-1,92006,ISO_9,V-92006-1,viable air,2,CFU_M3
9424337,2022-04-19,V-92120-1-31DEC22-1,92120,ISO_9,V-92120-1,viable air,0,CFU_M3
9424328,2022-04-19,V-92071-1-31DEC22-1,92071,ISO_9,V-92071-1,viable air,2,CFU_M3
9424324,2022-04-19,V-92019-1-31DEC22-1,92019,ISO_9,V-92019-1,viable air,6,CFU_M3
9424318,2022-04-19,V-92008-1-31DEC22-1,92008,ISO_9,V-92008-1,viable air,4,CFU_M3
9424304,2022-04-19,V-92000-3-31DEC22-1,92000,ISO_9,V-92000-3,viable air,8,CFU_M3
9424325,2022-04-19,V-92041-1-31DEC22-1,92041,ISO_9,V-92041-1,viable air,0,CFU_M3
9424301,2022-04-19,V-92000-2-31DEC22-1,92000,ISO_9,V-92000-2,viable air,18,CFU_M3
9424345,2022-04-19,V-92290-1-31DEC22-1,92290,ISO_9,V-92290-1,viable air,0,CFU_M3
9424340,2022-04-19,V-92250-1-31DEC22-1,92250,ISO_9,V-92250-1,viable air,0,CFU_M3
9424306,2022-04-19,V-92001-1-31DEC22-1,92001,ISO_9,V-92001-1,viable air,2,CFU_M3
9424330,2022-04-19,V-92098-1-31DEC22-1,92098,ISO_9,V-92098-1,viable air,18,CFU_M3
9424332,2022-04-19,V-92099-1-31DEC22-1,92099,ISO_9,V-92099-1,viable air,0,CFU_M3
9424342,2022-04-19,V-92252-1-31DEC22-1,92252,ISO_9,V-92252-1,viable air,0,CFU_M3
9425008,2022-04-19,F-92001S-1-31DEC22-1,92001,ISO_9,F-92001S-1,surface,1,CFU_25CM2
9425022,2022-04-19,F-92098S-1-31DEC22-1,92098,ISO_9,F-92098S-1,surface,0,CFU_25CM2
9425023,2022-04-19,F-92099S-1-31DEC22-1,92099,ISO_9,F-92099S-1,surface,0,CFU_25CM2
9425027,2022-04-19,F-92252S-1-31DEC22-1,92252,ISO_9,F-92252S-1,surface,0,CFU_25CM2
9425026,2022-04-19,F-92250S-1-31DEC22-1,92250,ISO_9,F-92250S-1,surface,0,CFU_25CM2
9425005,2022-04-19,F-92000S-1-31DEC22-1,92000,ISO_9,F-92000S-1,surface,0,CFU_25CM2
9425028,2022-04-19,F-92290S-1-31DEC22-1,92290,ISO_9,F-92290S-1,surface,1,CFU_25CM2
9425014,2022-04-19,F-92008S-1-31DEC22-1,92008,ISO_9,F-92008S-1,surface,2,CFU_25CM2
9425020,2022-04-19,F-92041S-1-31DEC22-1,92041,ISO_9,F-92041S-1,surface,0,CFU_25CM2
9425025,2022-04-19,F-92120S-1-31DEC22-1,92120,ISO_9,F-92120S-1,surface,0,CFU_25CM2
9425006,2022-04-19,F-92000S-2-31DEC22-1,92000,ISO_9,F-92000S-2,surface,0,CFU_25CM2
9425012,2022-04-19,F-92005S-1-31DEC22-1,92005,ISO_9,F-92005S-1,surface,0,CFU_25CM2
9425019,2022-04-19,F-92019S-1-31DEC22-1,92019,ISO_9,F-92019S-1,surface,3,CFU_25CM2
9425021,2022-04-19,F-92071S-1-31DEC22-1,92071,ISO_9,F-92071S-1,surface,0,CFU_25CM2
9425013,2022-04-19,F-92006S-1-31DEC22-1,92006,ISO_9,F-92006S-1,surface,0,CFU_25CM2
9425015,2022-04-19,F-92011S-1-31DEC22-1,92011,ISO_9,F-92011S-1,surface,1,CFU_25CM2
9425017,2022-04-19,F-92016S-1-31DEC22-1,92016,ISO_9,F-92016S-1,surface,0,CFU_25CM2
9425007,2022-04-19,F-92000S-3-31DEC22-1,92000,ISO_9,F-92000S-3,surface,2,CFU_25CM2
9425011,2022-04-19,F-92004S-1-31DEC22-1,92004,ISO_9,F-92004S-1,surface,0,CFU_25CM2
9425018,2022-04-19,F-92018S-1-31DEC22-1,92018,ISO_9,F-92018S-1,surface,1,CFU_25CM2
9425024,2022-04-19,F-92100S-1-31DEC22-1,92100,ISO_9,F-92100S-1,surface,0,CFU_25CM2
9548724,2022-04-20,V-93112-1-30APR22-1,93112,ISO_8,V-93112-1,viable air,0,CFU_M3
9545157,2022-04-20,V-93112-1 SDA-30JUN22-1,93112,ISO_8,V-93112-1 SDA,viable air,0,CFU_M3
9545158,2022-04-20,V-93112-2 SDA-30JUN22-1,93112,ISO_8,V-93112-2 SDA,viable air,0,CFU_M3
9548725,2022-04-20,V-93112-2-30APR22-1,93112,ISO_8,V-93112-2,viable air,0,CFU_M3
9548711,2022-04-20,V-93110-1-30APR22-1,93110,ISO_8,V-93110-1,viable air,0,CFU_M3
9548723,2022-04-20,V-93111-1-30APR22-1,93111,ISO_8,V-93111-1,viable air,0,CFU_M3
9545156,2022-04-20,V-93111-1 SDA-30JUN22-1,93111,ISO_8,V-93111-1 SDA,viable air,0,CFU_M3
9545148,2022-04-20,V-93110-1 SDA-30JUN22-1,93110,ISO_8,V-93110-1 SDA,viable air,0,CFU_M3
9545155,2022-04-20,V-93110A-1 SDA-30JUN22-1,93110,ISO_8,V-93110A,viable air,0,CFU_M3
9548719,2022-04-20,V-93110-7-30APR22-1,93110,ISO_8,V-93110-7,viable air,0,CFU_M3
9548721,2022-04-20,V-93110A-1-30APR22-1,93110,ISO_8,V-93110A-1,viable air,0,CFU_M3
9545154,2022-04-20,V-93110-7 SDA-30JUN22-1,93110,ISO_8,V-93110-7 SDA,viable air,0,CFU_M3
9548710,2022-04-20,V-93062-1-30APR22-1,93062,ISO_8,V-93062-1,viable air,1,CFU_M3
9545147,2022-04-20,V-93062-1 SDA-30JUN22-1,93062,ISO_8,V-93062-1 SDA,viable air,0,CFU_M3
9548717,2022-04-20,V-93110-6-30APR22-1,93110,ISO_8,V-93110-6,viable air,0,CFU_M3
9545153,2022-04-20,V-93110-6 SDA-30JUN22-1,93110,ISO_8,V-93110-6 SDA,viable air,0,CFU_M3
9548712,2022-04-20,V-93110-2-30APR22-1,93110,ISO_8,V-93110-2,viable air,0,CFU_M3
9545149,2022-04-20,V-93110-2 SDA-30JUN22-1,93110,ISO_8,V-93110-2 SDA,viable air,0,CFU_M3
9548713,2022-04-20,V-93110-3-30APR22-1,93110,ISO_8,V-93110-3,viable air,0,CFU_M3
9545150,2022-04-20,V-93110-3 SDA-30JUN22-1,93110,ISO_8,V-93110-3 SDA,viable air,0,CFU_M3
9548726,2022-04-20,V-93113-1-30APR22-1,93113,ISO_8,V-93113-1,viable air,0,CFU_M3
9545159,2022-04-20,V-93113-1 SDA-30JUN22-1,93113,ISO_8,V-93113-1 SDA,viable air,0,CFU_M3
9508575,2022-04-20,WS-93112S-1-30APR22-1,93112,ISO_8,WS-93112S-1,surface,0,CFU_25CM2
9508576,2022-04-20,WS-93112S-2-30APR22-1,93112,ISO_8,WS-93112S-2,surface,1,CFU_25CM2
9508547,2022-04-20,F-93112S-1-30APR22-1,93112,ISO_8,F-93112S-1,surface,0,CFU_25CM2
9508564,2022-04-20,W-93112S-1-30APR22-1,93112,ISO_8,W-93112S-1,surface,0,CFU_25CM2
9548727,2022-04-20,V-93114-1-30APR22-1,93114,ISO_8,V-93114-1,viable air,0,CFU_M3
9545160,2022-04-20,V-93114-1 SDA-30JUN22-1,93114,ISO_8,V-93114-1 SDA,viable air,0,CFU_M3
9508548,2022-04-20,F-93112S-2-30APR22-1,93112,ISO_8,F-93112S-2,surface,0,CFU_25CM2
9508565,2022-04-20,W-93112S-2-30APR22-1,93112,ISO_8,W-93112S-2,surface,0,CFU_25CM2
9508566,2022-04-20,W-93112S-3-30APR22-1,93112,ISO_8,W-93112S-3,surface,0,CFU_25CM2
9548728,2022-04-20,V-93115-1-30APR22-1,93115,ISO_8,V-93115-1,viable air,0,CFU_M3
9545161,2022-04-20,V-93115-1 SDA-30JUN22-1,93115,ISO_8,V-93115-1 SDA,viable air,0,CFU_M3
9508545,2022-04-20,F-93110S-5-30APR22-1,93110,ISO_8,F-93110S-5,surface,0,CFU_25CM2
9508560,2022-04-20,W-93110S-3-30APR22-1,93110,ISO_8,W-93110S-3,surface,0,CFU_25CM2
9508561,2022-04-20,W-93110S-4-30APR22-1,93110,ISO_8,W-93110S-4,surface,0,CFU_25CM2
9508562,2022-04-20,W-93110S-5-30APR22-1,93110,ISO_8,W-93110S-5,surface,0,CFU_25CM2
9545048,2022-04-20,W-93110S-3-SDA-30JUN22-1,93110,ISO_8,W-93110S-3,surface,0,CFU_25CM2
9548715,2022-04-20,V-93110-5-30APR22-1,93110,ISO_8,V-93110-5,viable air,0,CFU_M3
9545018,2022-04-20,F-93110S-5-SDA-30JUN22-1,93110,ISO_8,F-93110S-5,surface,0,CFU_25CM2
9545051,2022-04-20,W-93110S-4-SDA-30JUN22-1,93110,ISO_8,W-93110S-4,surface,0,CFU_25CM2
9545053,2022-04-20,W-93110S-5-SDA-30JUN22-1,93110,ISO_8,W-93110S-5,surface,0,CFU_25CM2
9545151,2022-04-20,V-93110-4 SDA-30JUN22-1,93110,ISO_8,V-93110-4 SDA,viable air,0,CFU_M3
9548714,2022-04-20,V-93110-4-30APR22-1,93110,ISO_8,V-93110-4,viable air,2,CFU_M3
9545152,2022-04-20,V-93110-5 SDA-30JUN22-1,93110,ISO_8,V-93110-5 SDA,viable air,0,CFU_M3
9548731,2022-04-20,V-94003-3-30APR22-1,94003,ISO_8,V-94003-3,viable air,0,CFU_M3
9548730,2022-04-20,V-94003-2-30APR22-1,94003,ISO_8,V-94003-2,viable air,0,CFU_M3
9545163,2022-04-20,V-94003-2 SDA-30JUN22-1,94003,ISO_8,V-94003-2 SDA,viable air,0,CFU_M3
9545164,2022-04-20,V-94003-3 SDA-30JUN22-1,94003,ISO_8,V-94003-3 SDA,viable air,0,CFU_M3
9548729,2022-04-20,V-94003-1-30APR22-1,94003,ISO_8,V-94003-1,viable air,0,CFU_M3
9545162,2022-04-20,V-94003-1 SDA-30JUN22-1,94003,ISO_8,V-94003-1 SDA,viable air,0,CFU_M3
9508569,2022-04-20,W-94003S-1-30APR22-1,94003,ISO_8,W-94003S-1,surface,0,CFU_25CM2
9508552,2022-04-20,F-94003S-1-30APR22-1,94003,ISO_8,F-94003S-1,surface,0,CFU_25CM2
9508555,2022-04-20,F-94010S-1-30APR22-1,94010,ISO_8,F-94010S-1,surface,0,CFU_25CM2
9508556,2022-04-20,F-94011S-1-30APR22-1,94011,ISO_8,F-94011S-1,surface,0,CFU_25CM2
9548733,2022-04-20,V-94011-1-30APR22-1,94011,ISO_8,V-94011-1,viable air,0,CFU_M3
9508553,2022-04-20,F-94003S-2-30APR22-1,94003,ISO_8,F-94003S-2,surface,0,CFU_25CM2
9508554,2022-04-20,F-94003S-3-30APR22-1,94003,ISO_8,F-94003S-3,surface,0,CFU_25CM2
9508570,2022-04-20,W-94003S-2-30APR22-1,94003,ISO_8,W-94003S-2,surface,0,CFU_25CM2
9508571,2022-04-20,W-94003S-3-30APR22-1,94003,ISO_8,W-94003S-3,surface,0,CFU_25CM2
9545166,2022-04-20,V-94011-1 SDA-30JUN22-1,94011,ISO_8,V-94011-1 SDA,viable air,0,CFU_M3
9548732,2022-04-20,V-94010-1-30APR22-1,94010,ISO_8,V-94010-1,viable air,1,CFU_M3
9545165,2022-04-20,V-94010-1 SDA-30JUN22-1,94010,ISO_8,V-94010-1 SDA,viable air,0,CFU_M3
9545066,2022-04-20,W-94003S-1-SDA-30JUN22-1,94003,ISO_8,W-94003S-1,surface,0,CFU_25CM2
9545033,2022-04-20,F-94003S-1-SDA-30JUN22-1,94003,ISO_8,F-94003S-1,surface,0,CFU_25CM2
9545038,2022-04-20,F-94010S-1-SDA-30JUN22-1,94010,ISO_8,F-94010S-1,surface,0,CFU_25CM2
9545039,2022-04-20,F-94011S-1-SDA-30JUN22-1,94011,ISO_8,F-94011S-1,surface,0,CFU_25CM2
9545035,2022-04-20,F-94003S-2-SDA-30JUN22-1,94003,ISO_8,F-94003S-2,surface,0,CFU_25CM2
9545036,2022-04-20,F-94003S-3-SDA-30JUN22-1,94003,ISO_8,F-94003S-3,surface,0,CFU_25CM2
9545067,2022-04-20,W-94003S-2-SDA-30JUN22-1,94003,ISO_8,W-94003S-2,surface,0,CFU_25CM2
9545068,2022-04-20,W-94003S-3-SDA-30JUN22-1,94003,ISO_8,W-94003S-3,surface,0,CFU_25CM2
9545031,2022-04-20,F-93115S-1-SDA-30JUN22-1,93115,ISO_8,F-93115S-1,surface,0,CFU_25CM2
9545065,2022-04-20,W-93115S-1-SDA-30JUN22-1,93115,ISO_8,W-93115S-1,surface,0,CFU_25CM2
9508550,2022-04-20,F-93114S-1-30APR22-1,93114,ISO_8,F-93114S-1,surface,0,CFU_25CM2
9508551,2022-04-20,F-93115S-1-30APR22-1,93115,ISO_8,F-93115S-1,surface,0,CFU_25CM2
9508567,2022-04-20,W-93114S-1-30APR22-1,93114,ISO_8,W-93114S-1,surface,0,CFU_25CM2
9508568,2022-04-20,W-93115S-1-30APR22-1,93115,ISO_8,W-93115S-1,surface,0,CFU_25CM2
9545029,2022-04-20,F-93114S-1-SDA-30JUN22-1,93114,ISO_8,F-93114S-1,surface,0,CFU_25CM2
9545064,2022-04-20,W-93114S-1-SDA-30JUN22-1,93114,ISO_8,W-93114S-1,surface,0,CFU_25CM2
9508549,2022-04-20,F-93113S-1-30APR22-1,93113,ISO_8,F-93113S-1,surface,0,CFU_25CM2
9545027,2022-04-20,F-93113S-1-SDA-30JUN22-1,93113,ISO_8,F-93113S-1,surface,0,CFU_25CM2
9545043,2022-04-20,W-93110S-1-SDA-30JUN22-1,93110,ISO_8,W-93110S-1,surface,0,CFU_25CM2
9545014,2022-04-20,F-93110S-3-SDA-30JUN22-1,93110,ISO_8,F-93110S-3,surface,0,CFU_25CM2
9508543,2022-04-20,F-93110S-3-30APR22-1,93110,ISO_8,F-93110S-3,surface,0,CFU_25CM2
9508558,2022-04-20,W-93110S-1-30APR22-1,93110,ISO_8,W-93110S-1,surface,0,CFU_25CM2
9508559,2022-04-20,W-93110S-2-30APR22-1,93110,ISO_8,W-93110S-2,surface,0,CFU_25CM2
9545046,2022-04-20,W-93110S-2-SDA-30JUN22-1,93110,ISO_8,W-93110S-2,surface,0,CFU_25CM2
9545011,2022-04-20,F-93110S-2-SDA-30JUN22-1,93110,ISO_8,F-93110S-2,surface,0,CFU_25CM2
9508574,2022-04-20,WS-93110S-3-30APR22-1,93110,ISO_8,WS-93110S-3,surface,0,CFU_25CM2
9545016,2022-04-20,F-93110S-4-SDA-30JUN22-1,93110,ISO_8,F-93110S-4,surface,0,CFU_25CM2
9545069,2022-04-20,WS-93110S-1-SDA-30JUN22-1,93110,ISO_8,WS-93110S-1,surface,0,CFU_25CM2
9545070,2022-04-20,WS-93110S-2-SDA-30JUN22-1,93110,ISO_8,WS-93110S-2,surface,0,CFU_25CM2
9545071,2022-04-20,WS-93110S-3-SDA-30JUN22-1,93110,ISO_8,WS-93110S-3,surface,0,CFU_25CM2
9508541,2022-04-20,F-93110S-1-30APR22-1,93110,ISO_8,F-93110S-1,surface,1,CFU_25CM2
9508544,2022-04-20,F-93110S-4-30APR22-1,93110,ISO_8,F-93110S-4,surface,0,CFU_25CM2
9508572,2022-04-20,WS-93110S-1-30APR22-1,93110,ISO_8,WS-93110S-1,surface,0,CFU_25CM2
9508573,2022-04-20,WS-93110S-2-30APR22-1,93110,ISO_8,WS-93110S-2,surface,0,CFU_25CM2
9545010,2022-04-20,F-93110S-1-SDA-30JUN22-1,93110,ISO_8,F-93110S-1,surface,0,CFU_25CM2
9508539,2022-04-20,F-93062S-1-30APR22-1,93062,ISO_8,F-93062S-1,surface,0,CFU_25CM2
9508542,2022-04-20,F-93110S-2-30APR22-1,93110,ISO_8,F-93110S-2,surface,0,CFU_25CM2
9545007,2022-04-20,F-93110AS-1-SDA-30JUN22-1,93110,ISO_8,F-93110AS-1,surface,0,CFU_25CM2
9545041,2022-04-20,W-93110AS-1-SDA-30JUN22-1,93110,ISO_8,W-93110AS-1,surface,0,CFU_25CM2
9545005,2022-04-20,F-93062S-1-SDA-30JUN22-1,93062,ISO_8,F-93062S-1,surface,0,CFU_25CM2
9508540,2022-04-20,F-93110AS-1-30APR22-1,93110,ISO_8,F-93110AS-1,surface,3,CFU_25CM2
